reviewContent,sentiment,corpus
"toko online mcm apa ini, menolak pesanan konsumen seenak hati dlm hitungan detik, sedangkan ngurus refundnya bisa berminggu-minggu, klo mau pake duit jgn memakai duit konsumen donk, pinjam aja dibank,,gampang kan?",negatif,toko online tolak pesan konsumen enak hati hitung detik urus refundnya bermingguminggu pakai duit pakai duit konsumen pinjam dibankgampang
barang lama dikirim tapi akhirnya sampai juga terima kasih lazada  saran saya mohon untuk dipercepat lagi pengiriman barangnya,negatif,barang kirim terima kasih lazada saran mohon cepat kirim barang
Retak di layar tidak bisa berfungsi,negatif,retak layar fungsi
"pengiriman lama, giliran mau di cancel barangnya malah dateng.",negatif,kirim gilir cancel barang
Pengiriman cepat,negatif,kirim cepat
"Sampai sekarang barang belum datang, sudah transfer dari tgl 11 November, CS Lazada ga ada respon",negatif,barang transfer tanggal 11 november rekan lazada respon
Ragu gue yg comen gk banyak,negatif,ragu gue komen
Ni bs pkai voucer gojek point gk mas,negatif,nih pakai voucer gojek point mas
Kapok deh pesan di lazada khusus tv atau barang berat soalnya pengiriman super lama. Barang dikirim tgl 18 desember 2017.Cek di tracking tgl 19December 2017 sudah di depok tapi barang terkirim ke rumah daerah bojonggede 29 Desember 2017. Jarak dari Depok ke rumah paling 9 km tapi nyampenya 10 hari. Kaya ngirim ke luar jawa aja. Liburan akhir tahunnya kacau gara2 nunggu tiap hari gak ada kejelasan nyampenya. Lazada cuma minta maaf aja.,negatif,kapok deh pesan lazada khusus televisi barang berat kirim super barang kirim tanggal 18 desember 2017cek tracking tanggal 19december 2017 depok barang kirim rumah daerah bojonggede 29 desember 2017 jarak depok rumah 9 km 10 kayak kirim jawa libur kacau gara gara tunggu lazada maaf
"pengiriman cukup cepat 3 hari samai, tp sayang pas dicoba sensor tv tidak berfungsi, mohon dicek sebelum dikirim",negatif,kirim cepat 3 sayang pas coba sensor televisi fungsi mohon cek kirim
suka mati sendiri kalau diangkat. sedang klaim garansi dengan asus,negatif,suka mati angkat klaim garansi asus
Cara kridit'e gmna,negatif,kridite
Saya tinggal di kota salatiga kenapa barang malah di kirim ke solo..  Mohon seller bisa membantu masalah ini!!!,negatif,tinggal kota salatiga barang kirim solo mohon seller bantu
"Udh 1 minggu order laptop lwt cicilan bank..g masuk"" order barangny,padahal udh sesuai petunjuk,,tolong gmn solusiny ?",negatif,1 minggu order laptop cicil bankg masuk order barangnypadahal sesuai petunjuktolong solusiny
masa kita kirimnya ke almat mna dan penagihanny kemana malah di bolak balik barang gak sampai di suruh bayar iya .,negatif,kirim almat penagihanny bolak barang suruh bayar iya
Bisa kredit dg home kredit g?,negatif,kredit home kredit
Barang baru atau bekas?,negatif,barang bekas
"Udh 1 minggu order laptop padahal udh sesuai petunjuk..g bisa"" gman carany min ini?",negatif,1 minggu order laptop sesuai petunjukg gman carany min
"awal dateng si oke selepas update windows kok malah trouble, laptop sering tiba2 sering black screen lampu indikator nyala batre penuh sangat kecewa",negatif,sih oke lepas windows trouble laptop black screen lampu indikator nyala baterai penuh kecewa
"respon penjual bagus, cuman pengirimannya yang lama banget. hampir sebulan pesanan baru saya terim",negatif,respon jual bagus kirim banget pesan rim
"gan maaf tadi tvnya sudah sampai.tapi pada saat kurir datang saya ga suruh tunggu dulu. setelah saya cek posisi kardusnya tv baret saya pikir kondisi tv ga apa2 tapi setelah dinyalain layarnya kok rusak ,untuk komplain saya bisa hubungi nomor yang mana ya....",negatif,juragan maaf televisi sampaitapi kurir suruh tunggu cek posisi kardus televisi baret pikir kondisi televisi dinyalain layar rusak komplain hubung nomor
maaf baru ngasih review kecewa bgt kirain belanja di lazzmall aman barangnya bagus ternyata parah tvnya bluret parah banyak semut gak ilang2. padahal udh numpang antena tetangga yg pake antena digital.,negatif,maaf review kecewa banget belanja lazzmall aman barang bagus nyata parah televisi bluret parah semut hilang hilang tumpang antena tetangga pakai antena digital
Min tv nya sampai dlm keadaan pecahh 😔😔 tlg ini garansinya gmn,negatif,min televisi nya pecahh garansi
Pengiriman cepat tetapi Gambarnya blur semua padahal di tv sebelumnya jernih.. bagaimana solusinya ya?,negatif,kirim cepat gambar blur televisi jernih solusi
"merasa tidak aman sekarang belanja di lazada, barang diterima jauh  dari estimasi yg diberikan, estimasi 13 feb diterima 20 feb, dan sangat tidak aman, tanpa packing kayu. dulu saya belanjja lazadda dengan barnag sejenis tv, dia memakai packing kayu. semoga barang aman tanpa kendala",negatif,aman belanja lazada barang terima estimasi estimasi 13 februari terima 20 februari aman packing kayu belanjja lazadda barnag jenis televisi pakai packing kayu moga barang aman kendala
"Baru kali nh saya blanja, barang nya tidak sesuai yg di harap kan, layar lcd nya ada  8 garis panjang selebar layar tv,",negatif,kali nih blanja barang nya sesuai harap layar lcd nya 8 garis lebar layar televisi
Paket baru saya terima. Setelah dicek layar tv pecah. Tolong untuk di ganti,negatif,paket terima cek layar televisi pecah ganti
Tolong seller atau lazzada ini cara garansi gimana Barang baru sampai suara muncul ilang teruss .. gimana cara urusnya,negatif,seller lazzada garansi barang suara muncul hilang urus
barang sudah d terima walaupun harus bersusah payah mengambilnya sendiri di kantor pos tolong lain kali jgn lagi menggunakan jasa pengiriman posindonesia,negatif,barang terima susah payah ambil kantor pos kali jasa kirim posindonesia
"niat jualan gak, knpa barang gk di kirim² sampe sekang, udah 2 thun langganan di lazada bru kli ni pesen barang sampe lewat tgl estimasi tpi belom di kirirm barang nya...",negatif,niat jual barang kirim sekang 2 langgan lazada kali nih pesan barang tanggal estimasi kirirm barang nya
"Tolong diperhatikan dalam pengiriman sudah jelas tertera ""Fragile"" tapi tidak diperhatikan, akibatnya barang sampai ya jelas pecah panelnya. Terima kasih",negatif,perhati kirim tera fragile perhati akibat barang pecah panel terima kasih
ini bukti gambar nya di layar tv sharp 32 inc..,negatif,bukti gambar nya layar televisi sharp 32 incorporate
Pesanan sy blm sampai di janjikan tgl 2 dan 3 feb 2018 sampai tp sampai detik ini blm saya terima juga Pelayanan lazada tolong diperbaiki Karena jadwal nya sangat menggangu saya karena scedule jadi berantakan.,negatif,pesan janji tanggal 2 3 februari 2018 detik terima layan lazada jadwal nya menggangu scedule beranta
"Pengirimannya sangat telat sekali tidak seperti jangka waktu yang di informasikan kepada pelanggan, mohon untuk lebih bertanggung jawab atas jangka waktu yang di berikan kepada pelanggan.",negatif,kirim telat jangka informasi langgan mohon tanggung jangka ikan langgan
sudah lewat dr estimasi barang blm jg sampai.. pesan dr tgl 12 hari ini blm ada kabar dari pihak lazada,negatif,estimasi barang pesan tanggal 12 kabar lazada
"Kalo dari lazadanya sih ngepak barangnya lumayan cepet atau ga terlalu lama, tp pas udh di jasa kurir yang dipakai lazada yaitu pos indonesia, barang saya ketahan lama banget di pos indonesia. Akhirnya ambil sendiri ke kntor pos indonesianya karena waktu itu buat kado. Alasan pos indonesia karena lagi overload, klasik banget wkwk. Semoga lain kali ada pilihan kurir yang bisa dipilih pembeli. Gapapa deh bayar asal bener..",negatif,lazadanya sih ngepak barang lumayan cepat pas jasa kurir pakai lazada pos indonesia barang tahan banget pos indonesia ambil kntor pos indonesia kado alas pos indonesia overload klasik banget wkwk moga kali pilih kurir pilih beli deh bayar
"Produk setelah saya cek masih menggunakan sistem analog, belum menggunakan sistem digital,, dan untuk lubang USB yang tersedia tidak bisa digunakan untuk memutar video, MP3 dll ,, hanya bisa digunakan untuk service saja...",negatif,produk cek sistem analog sistem digital lubang usb sedia putar video mp3 service
setelah 2 bulan tiba2 tv rusak gambarnya. garansi tidak ada. kecewa sekali,negatif,2 televisi rusak gambar garansi kecewa
"Kecewa tv nya seperri tv produk gagal , ngk bagus siaran nya ada yg hitam putih sebagia",negatif,kecewa televisi nya seperri televisi produk gagal bagus siar nya hitam putih sebagia
alhamdulillah barang udh sampai cuma pas di nyalain ko gambar nya afa kaya girimis girimis gitu ys,negatif,alhamdulillah barang pas nyala gambar nya afa kayak girimis girimis ys
Udah nunggu 2 mingguan ini kenapa pesanan saya belom sampai juga..?? Sangat kecewa dengan lazada,negatif,tunggu 2 minggu pesan kecewa lazada
brngx cukup bagus.,negatif,brngx bagus
Di tulis bisa cod begitu proses rupanya ga bisa...,negatif,tulis cod proses rupa
Pesanan tidak di packing kayu. sehingga LCD pecah saat sampai tujuan,negatif,pesan packing kayu lcd pecah tuju
bagus tak mengecewakan tapi sayang tak ada bonus sid,negatif,bagus kecewa sayang bonus sid
"Kirain bisa Usb nya, ambil yg model 85 I aja",negatif,usb nya ambil model 85 i
pengirimannya Lama sy jd kecewa...tol k dpnnya di perhatikan Lg agar pelangan tdk kucewa,negatif,kirim kecewatol k dpnnya perhati pelang kucewa
Pesanan nya dr tngl 1 sampai pertngl 6 brng blm juga nyampe..  Kecwa bgt proses pengrman lama,negatif,pesan nya tngl 1 pertngl 6 barang kecwa banget proses pengrman
Coba kalo pengirimannya melalui lex.pasti udah nyampe sebelum batas tgl pengiriman akhir,negatif,coba kirim lexpasti batas tanggal kirim
Agak menegecewakan dikit Belum cek dalam lagi Jadi agak sangsi,negatif,menegecewakan cek sangsi
expedisi prosesnya lama banget gan? :/,negatif,expedisi proses banget juragan
Bagus sesuai pesanan  pengiriman lemot banget,negatif,bagus sesuai pesan kirim lot banget
Tolong uang saya dibalikin,negatif,uang
Pengiriman lama,negatif,kirim
"Barang yg dikirim sih packingnya bagus.  Cuman ini bukan seri LC-32LE180i tapi Yang dikirim LC-32LE185i yg build quality nya kurang bagus. Apalagi warna putih yg frame tv nya kelihatan kayak baru di cat putih.  Suara sih oke, cuman tetep features nya itu loh standar banget. Gambar juga kurang tajem.",negatif,barang kirim sih packingnya bagus seri lc32le180i kirim lc32le185i build quality nya bagus warna putih frame televisi nya lihat kayak cat putih suara sih oke features nya standar banget gambar tajam
"Itu spesifikasi nya salah tuh gan.  Masa udah digital smart tv,  belum digital dan blm smart. Hati2 gan,  nanti di sangka penipuan.",negatif,spesifikasi nya salah juragan digital pintar televisi digital pintar hati hati juragan sangka tipu
ga langsung ke costumer tapi titip,negatif,langsung costumer titip
Baru nanti di tambah Bintang nya,negatif,bintang nya
barang nya uda sampai rapi sudah di cek rapi dan memuaskan thak gan,negatif,barang nya rapi cek rapi muas thak juragan
Kurirnya ga mau nganterin,negatif,kurir
Belum nyampe2 jga nih barang saya..??,negatif,nih barang
Barang saya kok belum sampai dari tgl 17 jan,negatif,barang tanggal 17
"kemarin laptop Dateng, tetapi blm di coba, pas hari ini di coba laptopnya nyala, regist, tetapi setelah itu di matikan lalu mau di nyalakan kembali malah gada gambarnya, itu gimana dong, aku mau di refund😭😭",negatif,kemarin laptop coba pas coba laptop nyala regist mati nyala gambar refund
"pelayanan cepat, respon cepat, barang lengkap, kualitas fisik ok, hanya terasa lemot padahal belum banyak program di install sudah update Windows dan kurangi applikasi program, entahlah",negatif,layan cepat respon cepat barang lengkap kualitas fisik oke asa lot program install windows aplikasi program
"Lemot banget nyesel beli ni laptop, baru pasang software 2 aja udah lelet padahal baru . gak recomend buat dibeli ni . Nyesel",negatif,lot banget sesal beli nih laptop pasang software 2 lelet recomend beli nih sesal
Barangnya sangat jelek..,negatif,barang jelek
"barangnya tiba dengan cepat tp charger adaptor tdk ada, hanya tas laptop, laptop, buku panduan dan kartu garansi saja yg ada dalam dos paket. sangat kecewa.. terpaksa beli di toko lain Krn sdh mau dipakai",negatif,barang cepat charger adaptor tas laptop laptop buku pandu kartu garansi dos paket kecewa paksa beli toko pakai
microsoftnya tidak bisa dipakai . masa harus beli.kecewa saya,negatif,microsoftnya pakai belikecewa
baru dipakai seminggu udah mati total,negatif,pakai minggu mati total
lemot ..bikin kesel. jauh ma Acer punya ku yg lama pdhl Spec Acer lbh bawah. pengiriman ok.,negatif,lot bikin kesal acer ku spec acer kirim oke
Lemot banget!!!! Nyesal bli 2skligus,negatif,lot banget sesal beli 2skligus
"Jika nanti ada kesalahan dalam produk atau dalam ordernya siapa yang akan bertanggung jawab disini saya tidak mau jika nanti uang melayang, tolong lebih jelas lagi tempat penjualan dan identitas si penjual ya.",negatif,salah produk order tanggung uang layang jual identitas sih jual
"Pembatalan sepihak,harusnya konfirmasi by phone dulu ... limit jdi kepotong",negatif,batal sepihakharusnya konfirmasi by phone limit potong
parah pokoknya parah. nyampe nya mah cepet. pas di buka ga ada CD nya. BATERAI DROP. pas di pake harus sambil di charger. Udah berkali kali belanja di lazada baru kali ini beli di kecewakan. return secepatnya.,negatif,parah pokok parah nya cepat pas buka cd nya baterai drop pas pakai charger kali kali belanja lazada kali beli kecewa return cepat
parah tiap saya tutup layar nya trus saya mau buka lagi... layar malah blank warna hitam kayak di foto. ini kenapa ya,negatif,parah tutup layar nya buka layar blank warna hitam kayak foto
"laptopnya error, baru 1 minggu pemakaian tiba2 suka ke restart sendiri!",negatif,laptop error 1 minggu pakai suka restart
"udah ga sesuai sama jadwal delivery yg di tentukan, barang belum diterima tapi di aplikasi dan email sudah menyatakan diterima. ditanya ke cs minta bukti siapa yg terima ga bisa kasih, gimana pertanggung jawabannya nih???",negatif,sesuai jadwal delivery barang terima aplikasi email nyata terima rekan bukti terima kasih tanggung nih
Knapa waktu di klik beli sekarang tidak bisa masuk ke keranjang,negatif,klik beli masuk keranjang
Cara pembayarannya lewat apa ?,negatif,bayar
"saya telah trf sebagai bentuk pembelian saya ke lazada sejak tanggal 8 januari 2018. tapi sampai saaat ini, tgl 16 januari, tv pesanan saya belum sampai. tentu saya sangat kecewa.",negatif,trf bentuk beli lazada tanggal 8 januari 2018 sat tanggal 16 januari televisi pesan kecewa
"Pesanan sampai hari ini belum saya terima, ini hari terakhir estimasi",negatif,pesan terima estimasi
Ongkir kegedean lzda,negatif,ongkos kirim gede lzda
ga ada bracketnya ...,negatif,bracketnya
braket tdk ada sesuai iklan,negatif,braket sesuai iklan
"Pesan waktu ramadhan, baru sempat di unboxing sekarang. Sumpah nyesel bgt baru buka skrg. Saya kira tdk ada masalah, ternyata LCD nya pecah. Saya mau klaim harus kemana min?",negatif,pesan ramadan unboxing sumpah sesal banget buka nyata lcd nya pecah klaim min
"Barang sudah diterima, tp kondisi memprihatinkan, panel led sdah retak kecil berbentuk oval, mungkin kesalahan dari expedisi, tp masa iya tv baru cepat sekali panel led nya pecah, saya sangat kecewa mana barang sampai 1 hari setelah estimasi waktu terlama, order tgl 07 desember sampai di palangkaraya tgl 18 desember, sedangkan tgl estimasi waktu terlama 17 desember.ckck",negatif,barang terima kondisi prihatin panel led retak bentuk oval salah expedisi iya televisi cepat panel led nya pecah kecewa barang 1 estimasi order tanggal 07 desember palangkaraya tanggal 18 desember tanggal estimasi 17 desemberckck
Saya rugi Rp. 200rb utk biaya packing pengembalian barang yg cacat. Bagaimana tgg jawab Lazada?,negatif,rugi rupiah 200rb biaya packing barang cacat lazada
"Barang belum sampai sudah complain sampai berbusa-busa, dijawab tidak jelas.....",negatif,barang complain berbusabusa
kipasnya bunyinya kenceng bgt .jelek,negatif,kipas bunyi kencang banget jelek
laptopnya bagus tp officenya trial doang ...hmn caranya...dichat malah diread doang...udh nanya sebelum beli officenya asli atau g...bisa siap pakai atau gak...ternyata trial doang...ini gmn beli tp g ada solusi...,negatif,laptop bagus officenya trial doang hmn caranyadichat diread doangudh beli officenya asli pakai gakternyata trial doangini beli solusi
"Saya baru beli tanggal 14 mei 2018, baru 2 mingguan kok muncul suara mirip jangkrik pada saat browsing, scrolling, bahkan pas ngetik ulasan ini muncul suaranya. Terkadang suara nya tiba-tiba meninggi. Hal ini sangat mengganggu. Masa saya beli mahal2 dapat nya jangkrik.",negatif,beli tanggal 14 mei 2018 2 minggu muncul suara jangkrik browsing scrolling pas etik ulas muncul suara terkadang suara nya ganggu beli mahal mahal nya jangkrik
barang sampai ke tangan saya dalam keadaan rusak... bisa di charge tapi tombol power tidak berfungsi jadi ga bisa hidup...,negatif,barang tangan rusak charge tombol power fungsi hidup
saya sudah dua kali ini beli laptop asus di lazada dan dua-dua nya mati yang ini baru dipake blm ada seminggu udah mati aja jd harus dibawa ke service center nya! yang pertama setelah 2bulan mati dibawa ke SC dan menginap selama 2bulan baru dipulangkan bagusnya sih komp saya diganti mesinnya dalam hal ini asus cukup bertanggungjawab tapi 2bulan lhoo  ga kerja dua bulan yak! setelah dua kali ini saya rasa bukan suatu ketidaksengajaan deh entah produk asus nya atau lazada nya,negatif,kali beli laptop asus lazada duadua nya mati pakai minggu mati bawa service center nya 2bulan mati bawa sc inap 2bulan pulang bagus sih komp ganti mesin asus tanggung 2bulan lo kerja kali ketidaksengajaan deh produk asus nya lazada nya
Kecewa belanja disini sampai sekarang barang belum saya terima,negatif,kecewa belanja barang terima
"monitor rusak, bingung dgn aplikasi lazada di hp android, ribet",negatif,monitor rusak bingung aplikasi lazada handphone android ribet
"Pengiriman cepat, cuma agak kecewa di belakangnya ga ada USB nya, belinya saya kurang teliti. Kalo di tukar bisa ga ya baru sehari kok.",negatif,kirim cepat kecewa usb nya beli teliti tukar
"Barang tidak di packing dngn layak, alhasil barang/tv sampai dngn kondisi layar led rusak parah(pecah) dan tdk dapat digunakan lagi.",negatif,barang packing layak alhasil barangtv kondisi layar led rusak parahpecah
Kondisi barang Tidak sesuai dengan info yg disampaikan.,negatif,kondisi barang sesuai info
"Barang diterima lebih lama dari perkiraan. Kesan pertama, saya tidak menemukan bonus USB 8 GB tetapi yang paling mengecewakan bahwa barang tidak bisa dipakai. Menurut IT kantor saya, barang seri itu memang bermasalah dan kemungkinan barang yang saya terima bukan barang baru???? Apakah mungkin saya mengembalikan barang?",negatif,barang terima kesan temu bonus usb 8 gb kecewa barang pakai it kantor barang seri barang terima barang barang
Barang yg dijual baru atau bekas? sy terima barang pesanan kondisinya ada cacatnya?! Dan saya mau ganti rugi atau tukar dgn barang yg layak utk dijual!!,negatif,barang jual bekas terima barang pesan kondisi cacat ganti rugi tukar barang layak jual
"digambar nya ada 2 speker kiri kanan,tp setelah sampai batang speker nya ko gk ada,harus nya klu hk ada di gambar nya juga jngn ada gambar sepeker dong",negatif,gambar nya 2 speker kiri kanantp batang speker nya adaharus nya hk gambar nya gambar sepeker
"Barang sdh diterima tepat waktu, Packing rapi, tapi Remote Rusak ( tdk bisa dipakai )..,apa bs ditukar ?",negatif,barang terima packing rapi remote rusak pakai tukar
"jelek ada garis"" ngga jelas",negatif,jelek garis
barang retak tiba di rumah,negatif,barang retak rumah
barangnya oke tp kurirnya ketika di tanya bisa unboxing/di coba nyala tdk.. ucapan nya ngegas lebih di cancel kalau jadi beli.?,negatif,barang oke kurir unboxingdi coba nyala nya marah cancel beli
kecewa deh....barang ditukar model lain pesanan LG 22MT48AF_PT     ditukar   LG 22TK420A Tanpa konfirmasi dulu....,negatif,kecewa dehbarang tukar model pesan 22mt48afpt tukar 22tk420a konfirmasi
mksih..barang mendarat dngn aman..,negatif,mksihbarang darat aman
kpn datang lagi,negatif,
Alhamdulillah laptop sdh diterima dg kondisi baik dan normal,negatif,alhamdulillah laptop terima kondisi normal
bagai mana ini msa tipe nya beda... waduuuh sya psen tv pld32t7511 cinemax tv knp yg dteng yg biasa yg xcel led mohon penjelasan nya trims,negatif,tipe nya beda psen televisi pld32t7511 cinemax televisi xcel led mohon nya terima kasih
"barang tidak sesuai dengan pesanan yg sya pesan ,,sy pesan tipe apa yg datang beda tipe",negatif,barang sesuai pesan pesan pesan tipe beda tipe
barang baru saja dtg.. ternyata remote tidak berfungsi... dan tdk ada tombol sama sekali di tv nya... alhasil tv ga bs nyala sama sekali... saya harus kemana nih nukar remote nya... tolong dibantu ikedo store,negatif,barang nyata remote fungsi tombol televisi nya alhasil televisi nyala nih tukar remote nya bantu ikedo store
"Sgt mengecewakan,  brg cpt datang tapi gambarnya setengah,  lcd tvnya rusak,  parah ni,,  masak sya dkirimi tv rusak,,,",negatif,kecewa barang cepat gambar lcd televisi rusak parah nih masak dkirimi televisi rusak
Sangat beresiko pengiriman TV lewat Pos Indonesia ke Riau tidak di packing oleh toko.,negatif,risiko kirim televisi pos indonesia riau packing toko
lama confirmasinya sedang sy pakai k kredit,negatif,confirmasinya pakai k kredit
Gan..boleh tau ga lokasi toko di mana..,negatif,ganboleh tau lokasi toko
Gan saya mau nyicil bisa gak??,negatif,juragan cicil
Bisa kredit ga,negatif,kredit
Boleh nggak kalau misalkan credit,negatif,credit
Bs kredit,negatif,kredit
"Hi We are not receive the TV, but you remarked that goods already received.",negatif,hi we are not receive the televisi but remarked that goods already received
"Smart Hub nya belum bisa berfungsi padahal sudah dicoba macam-macam cara. Kalau sampai Selasa depan masih tidak bisa, akan saya kembalikan barangnya.",negatif,pintar hubung nya fungsi coba macammacam selasa barang
"barang baru datang terus saya buka cacat dan lcd layar pecah parah,,saya minta packing kayu pihak penjuala bilang barang aman,pihak penjual bilang tanggung jawab ,saya minta untuk kasus ini di urus secepatnya,,dan barang akan saya kirim balik terimakasih,,,",negatif,barang buka cacat lcd layar pecah parahsaya packing kayu penjuala bilang barang amanpihak jual bilang tanggung urus secepatnyadan barang kirim terima kasih
"barang mulus, oke berfungsi. tapi tidak ada kartu garansi. sudah di chat sebelum pengiriman untuk disertakan kartu garansi. tapi pas dateng tetep gak ada kartu garansinya. kecewa.",negatif,barang mulus oke fungsi kartu garansi chat kirim kartu garansi pas kartu garansi kecewa
"penjual yang tidak bertanggung jawab.. katanya barang garansi resmi,setelah saya trima barang tidak ada kartu garansinya,di chat gak balas chat dari saya.. tsaya sangat kecewa sekali... dengan pembelian saya...",negatif,jual tanggung barang garansi resmisetelah terima barang kartu garansinyadi chat balas chat tsaya kecewa beli
"barang yg dikirim pecah dan sulit untuk claim,garansi tdk ada",negatif,barang kirim pecah sulit claimgaransi
"dijudul + Nvidia GT920MX, ternyata tidak ada, cuma Intel Grapich 520",negatif,judul nvidia gt920mx nyata intel grapich 520
sangat sangat sangaaaaaatttt BURUK SEKALI DAN SANGATTTTT MENGECEWAKAN saya pesen tv panasonic yg dikirim ny tv Coocaa... sering beli dilazada tapi bari kali ini buruk sekali,negatif,buruk sangatt kecewa pesan televisi panasonic kirim nya televisi coocaa beli dilazada bari kali buruk
barang yg saya terima berbayang garis di sebelah kiri saya sudah pengajuan pengembalian tp dari pihak jne tidak gratis harus biaya ongkir sendiri....tolong dengan sangat bagaimana pertanggung jawaban lazada???? terimakasih,negatif,barang terima bayang garis belah kiri aju jne gratis biaya ongkos kirim sendiritolong tanggung lazada terima kasih
kecewa nih..masa barang baru dah kena LCD nya garis2 hitam..aneh bgt.team quality check nya gmn seh..tv rusak kok dikiirim juga.kan hrga nya juga gk kaleng2!!klo mau di return gk bs ganti TV malah kevoucer,negatif,kecewa nihmasa barang kena lcd nya garis2 hitamaneh bgtteam quality check nya sehtv rusak dikiirim hrga nya kaleng2klo return ganti televisi kevoucer
tlong donk. brang klo tdak berfungsi jng dijual. ngeceewain planggan aja,negatif,tlong brang fungsi jual ngeceewain planggan
"Barang sdh saya terima bbrp hr yg lalu, hanya saja bbrp hari ini tercium bau seperti bau gosong. Kira2 apa menurut seller.... Makasih",negatif,barang terima cium bau bau gosong seller terima kasih
"KECEWA pake BANGET... Barang rusak yg di kirim... saat ditest dilayar tv ada garis hitam tebal, sehingga barangnya sya kembalikan... Merepotkan pembeli pokoknya...  pokoknya Kecewa",negatif,kecewa pakai banget barang rusak kirim ditest layar televisi garis hitam tebal barang repot beli pokok pokok kecewa
"mana soundbarnya kok sampe skrg gak terkirim,,, katanya pembatalan pesanan tapi nominal yg dkembalikan cman 56.000,,, apa sesuai uang sgitu dgn hrg brgnya",negatif,soundbarnya kirim batal pesan nominal dkembalikan 560 sesuai uang sgitu harga brgnya
barang cuman tv ya sj yg nyampai? apa emng itu cuman iming2 sj biar barangnya lku?,negatif,barang televisi nyampai iming2 biar barang lku
"Pengiriman melalui JNE sangat tidak memuaskan karena lamanya pengiriman padahal barang sudah ada sampai dikota tujuan, tetapi lama sekali untuk diantar ke rumah, sampai harus diambil ke gudang. saran saya Lazada harus mengganti partner pengirimannya. terima kasih",negatif,kirim jne muas kirim barang kota tuju rumah ambil gudang saran lazada ganti partner kirim terima kasih
"katanya dana sudah di kembalikan, di cek tp dana nya blm ada masuk sama sekali, tolong donk jangan buat kami kecewa,",negatif,dana cek dana nya masuk kecewa
"BARANG HANCUR TOTAL... GA ADA PENGAMAN APAPUN SELAIN PLASTIK BUBLE, tp lazada ttp hebat.. uangnya d refaund utuh",negatif,barang hancur total kam plastik buble lazada hebat uang refaund utuh
barang di terima tapi rusak pecah,negatif,barang terima rusak pecah
"sampai tanggal 30 September, waktu dinyalakan ada garis biru di layar. kwitansi dan kartu garansi belum diterima",negatif,tanggal 30 september nyala garis biru layar kwitansi kartu garansi terima
Tidak di packing kayu dan barangnya rusak. Layarnya retak. Kirimnya pake JNE,negatif,packing kayu barang rusak layar retak kirim pakai jne
"sdh diterima dan dibongkar,  berfungsi dgn baik. Namun audio output gak fungsi, gak bs sambung ke subwofer,  pdhal pengaturan suara sudah di pindah ke auidio output.  Kecewa deh,  pantas murah harganya",negatif,terima bongkar fungsi audio output fungsi sambung subwofer atur suara pindah auidio output kecewa deh murah harga
Baru dinyalain ga sampe 5 menit layar mati..dan ga ada kartu garansi..sekarang coba proses pengembalian..mudah2an cepet prosesnya,negatif,dinyalain 5 menit layar matidan kartu garansisekarang coba proses pengembalianmudah2an cepat proses
bagus tv nya ga ada yg cacat alhandulillah ..,negatif,bagus televisi nya cacat alhandulillah
"barang bagus.. tp pengiriman telat 2-3 hr.. hrsnya rabu tgl 16 januari bru dtng jmat.. hrs dimarah"" in dlu jasa pengirimannya bru dianter.. mending bgtu sya pake pengiriman yg biasa aja lebih murah klo sama aj 3 hr jg.. express apaan 3 hri",negatif,barang bagus kirim telat 23 rabu tanggal 16 januari jmat marah in jasa kirim mending pakai kirim murah 3 express 3
pengiriman sangat BURUK!!! tidak mengkomfirmasi ke pembeli kalau paketan di titip. menyesal saya beli disini dan beli di lazada!,negatif,kirim buruk mengkomfirmasi beli paket titip sesal beli beli lazada
Barang sudah diterima (diambil sendiri). Kurir menolak mengantar sampai ke rumah dengan alasan barang terlalu besar tidak bisa diatar dengan motor. Padahal bisa kalau diantar 2 orang dengan membonceng. Kelengkapan barang kurang karena baut untuk stand TV tidak saya temukan didalam box.,negatif,barang terima ambil kurir tolak rumah alas barang atar motor 2 orang bonceng lengkap barang baut stand televisi temu box
"barang belum saya terima,  masih di kurir belum di antar ke alamat saya.",negatif,barang terima kurir alamat
kenapa saya gabisa konek ke smart tv ya,negatif,konek pintar televisi
Saya gak dapet buku garansi sama kwitansi/faktur penjualan nya...,negatif,buku garansi kwitansifaktur jual nya
feature scan chanel tv tidak berfungsi,negatif,feature scan chanel televisi fungsi
barang nyampe,negatif,barang
"Sedikit kecewa, sesuai pesanan polytron LED seri PLD24D9501 tetapi yg dikirim seri PLD24D95011, jd mohon pihak seller lbh teliti lagi biar tidak mengecewakan customer. Mau dikembalikan / ditukar pasti lama lagi prosenya, dgn terpaksa sy menerima.",negatif,kecewa sesuai pesan polytron led seri pld24d9501 kirim seri pld24d95011 mohon seller teliti biar kecewa customer tukar prosenya paksa terima
"barang tidak susuai gambar,tak kirain m2 ,trus gmn ini",negatif,barang susuai gambartak m2
Pake otak kelian kalo jualan woii.. Mikirin pembeli jingg. Dari dolo tak pernah berubah kelian.. Tukang kasus,negatif,pakai otak kelian jual oi pikir beli jingg ubah kelian tukang
